,0
500,"['stagnationpoint', 'shock', 'detachment', 'blunt', 'bodies', 'insupersonic', 'flow', 'presentation', 'stagnationpoint', 'shockdetachment', 'distancesdetermined', 'exact', 'numerical', 'method', 'gravalos', 'edelfeltand', 'emmons', 'results', 'compared', 'previouslypublished', 'methods', 'van', 'dyke', 'gordon', 'li', 'geigerand', 'serbin', 'experimental', 'data']"
501,"['squires', 'test', 'compressibility', 'transformation', 'discussion', 'previous', 'application', 'squire', 'authorscompressibility', 'transformation', 'correlation', 'highspeedboundarylayer', 'data', 'air', 'helium', 'squires', 'suggestion', 'thatthe', 'compressibility', 'transformation', 'invalid', 'shown', 'incorrect']"
502,"['theoretical', 'prediction', 'transonic', 'characteristicsof', 'airfoils', 'shown', 'authors', 'transonicflow', 'airfoil', 'theorycan', 'used', 'estimate', 'transonic', 'dragrise', 'onsetofseparationeffectsmach', 'numbers', 'without', 'reference', 'experimentalresults', 'simple', 'comparative', 'method', 'applied', 'series', 'ofairfoils', 'results', 'analyzed', 'determine', 'thedesign', 'features', 'importance', 'transonic', 'flow', 'improvementto', 'scheme', 'shown', 'give', 'results', 'good', 'agreementwith', 'experiment', 'first', 'appearance', 'shock', 'wavesand', 'onset', 'separation', 'effects', 'application', 'finite', 'sweptwings', 'briefly', 'considered', 'illustrated']"
503,"['stability', 'compressible', 'boundary', 'layers', 'induced', 'bya', 'moving', 'wave', 'problem', 'determining', 'stability', 'compressible', 'viscousflows', 'nonzero', 'surface', 'velocities', 'formulated', 'isshown', 'identical', 'conventional', 'boundary', 'layerswith', 'redefinition', 'mach', 'reynolds', 'numbers', 'required', 'specific', 'consideration', 'given', 'wall', 'boundarylayer', 'behind', 'moving', 'shock', 'wave', 'minimum', 'criticalreynolds', 'numbers', 'obtained', 'various', 'shock', 'velocities', 'the', 'entire', 'stability', 'map', 'determined', 'limiting', 'case', 'aweak', 'wave', 'analogous', 'rayleigh', 'problem', 'minimum', 'critical', 'reynolds', 'number', 'found', 'increasemonotonically', 'shock', 'velocityie', 'increasing', 'surfacecooling', 'stream', 'mach', 'number', 'combined', 'ratio', 'ofwall', 'stream', 'velocity', '292', 'shock', 'mach', 'numberof', '218', 'flow', 'found', 'infinitely', 'stable', 'twodimensionaldisturbances', 'experimental', 'transition', 'data', 'follow', 'trends', 'predictedby', 'theory', 'fact', 'transition', 'reynolds', 'numbers', 'areorders', 'magnitude', 'computed', 'minimum', 'criticalreynolds', 'numbers', 'lack', 'correlation', 'theory', 'andexperiment', 'attributed', 'disturbances', 'external', 'tothe', 'boundary', 'layer']"
504,"['transition', 'measurements', 'cones', 'free', 'flight', 'ballisticsrange', 'tests', 'navysponsored', 'experimental', 'investigation', 'location', 'ofboundarylayer', 'transition', 'sharpnosed', 'cones', '10', 'totalangles', 'ambient', 'temperature', 'portion', 'aeroballisticsrange', 'varied', 'obtain', 'different', 'adiabatic', 'recovery', 'temperaturesat', 'constant', 'nominal', 'mach', 'number', '31', 'locationof', 'transition', 'expressed', 'transition', 'reynolds', 'number', 'andresults', 'presented', 'graphically', 'function', 'ratio', 'betweenthe', 'wall', 'temperature', 'adiabatic', 'recovery', 'temperature']"
505,"['note', 'havelocks', 'shallowwater', 'waveresistancecurves', 'continuous', 'quest', 'improved', 'means', 'transportationattention', 'currently', 'focused', 'groundeffectmachine', 'physical', 'contact', 'vehicleand', 'terrain', 'operates', 'performance', 'shouldbe', 'similar', 'land', 'water', 'however', 'water', 'isan', 'additional', 'resistance', 'motion', 'due', 'gravitywavesystem', 'generated', 'supporting', 'cushion', 'pressure', 'actingon', 'water', 'surface', 'estimates', 'component', 'madeusing', 'analysis', 't', 'h', 'havelock', 'purpose', 'thisnote', 'present', 'ibm', '650', 'digitalcomputer', 'solution', 'hisequations', 'shown', 'below', 'results', 'differ', 'havelocksoriginal', 'results']"
506,"['energy', 'equation', 'approximations', 'fluid', 'mechanics', 'discussion', 'several', 'forms', 'energy', 'equation', 'theiruse', 'study', 'flow', 'nearly', 'incompressible', 'fluids']"
507,"['correlation', 'nosebluntness', 'induced', 'pressures', 'oncylindrical', 'conical', 'afterbodies', 'hypersonicspeeds', 'van', 'hise', 'detailed', 'study', 'nosebluntnessinducedpressures', 'cylindrical', 'afterbodies', 'shows', 'that', 'startinga', 'nose', 'diameters', 'aft', 'noseafterbody', 'junction', 'thesepressures', 'correlated', 'parameteras', 'predicted', 'blastwave', 'analogy', 'chernyi', 'developed', 'amodified', 'form', 'blastwave', 'analogy', 'takes', 'accountthe', 'addition', 'energy', 'flow', 'thin', 'afterbody', 'heshowed', 'thin', 'afterbodies', 'hypersonic', 'speeds', 'thepressure', 'distribution', 'plotted', 'correlate', 'withthe', 'parameter', 'purpose', 'noteis', 'show', 'correlation', 'techniques', 'may', 'combinedinto', 'form', 'pressures', 'cylindrical', 'conicalafterbodies', 'correlated', 'one', 'parameter']"
508,"['graphical', 'approximation', 'temperatures', 'sublimation', 'rates', 'atsurfaces', 'subjected', 'small', 'net', 'large', 'gross', 'heat', 'transfer', 'rates', 'considers', 'material', 'acted', 'upon', 'heat', 'conduction', 'changesits', 'state', 'sublimation', 'heated', 'surface', 'derived', 'method', 'ismost', 'suitable', 'conditions', 'severe', 'heating', 'space', 'vehiclereentry']"
509,"['manoeuvring', 'technique', 'changing', 'plane', 'circularorbits', 'minimum', 'fuel', 'expenditure', 'usafsupported', 'discussion', 'use', 'intermediate', 'ellipticorbit', 'changing', 'plane', 'circular', 'orbit', 'values', 'theperigee', 'apogee', 'velocities', 'calculated', 'following', 'cases', 'the', 'braking', 'impulse', 'supplied', 'grazing', 'atmosphere', '3reorbit', '90', 'braking', 'impulse', 'supplied', 'manner']"
510,"['tunnel', 'tests', 'double', 'cascade', 'determine', 'interactionbetween', 'rotor', 'nozzles', 'supersonic', 'turbine', 'experimental', 'confirmation', 'required', 'supersonicturbine', 'leading', 'edges', 'rotor', 'governs', 'rotor', 'incidence', 'andhence', 'gas', 'exit', 'angle', 'nozzles', 'evidence', 'also', 'beenrequired', 'that', 'rotor', 'incidence', 'allowed', 'for', 'isno', 'adverse', 'effect', 'rotors', 'nozzle', 'flow', 'even', 'rotorshave', 'large', 'turning', 'angle', 'present', 'test', 'cascade', 'represented', 'stationary', 'configurationof', 'turbine', '25', 'nozzle', 'mach', 'number', '74', 'swirl', 'angle', 'rotorsbeing', 'designed', 'operate', '19', 'relative', 'mach', 'number', 'provide', 'aturning', 'angle', '140', 'tests', 'fully', 'supersonic', 'flow', 'could', 'beestablished', 'system', 'losses', 'fairly', 'high', 'anincrease', 'loss', '25', 'per', 'cent', 'would', 'caused', 'choking', 'therotor']"
511,"['quasicylindrical', 'surfaces', 'prescribed', 'thicknessdistributions', 'formula', 'supersonic', 'velocity', 'field', 'terms', 'givensurface', 'distribution', 'sources', 'applied', 'points', 'lying', 'thesurface', 'equation', 'giving', 'camber', 'shape', 'quasi', 'circularcylindricalsurface', 'terms', 'prescribed', 'thickness', 'distributionis', 'derived', 'half', 'ring', 'wing', 'prescribed', 'thickness', 'distributionis', 'discussed', 'example']"
512,"['pressure', 'measurements', 'supersonic', 'speeds', 'threeuncambered', 'conical', 'wings', 'unit', 'aspect', 'ratio', 'pressure', 'measurements', 'made', 'mach', 'numbers', '13', '28over', 'range', 'incidences', 'three', 'simple', 'models', 'representing', 'thickconical', 'uncambered', 'wings', 'sharp', 'leading', 'edges', 'tests', 'formpart', 'investigation', 'effects', 'thickness', 'camber', 'onslender', 'wings', 'aspect', 'ratio', 'models', 'unity', 'case', 'thespanwise', 'cross', 'sections', 'bounded', 'themeasured', 'pressure', 'distributions', 'presented', 'along', 'overalllift', 'drag', 'excluding', 'skin', 'friction', 'base', 'drag', 'obtained', 'byintegration']"
513,"['pressure', 'distributions', 'flow', 'patterns', 'conicalshapes', 'sharp', 'edges', 'symmetrical', 'crosssectionsat', 'm4', '0', 'results', 'given', 'wind', 'tunnel', 'programme', 'made', 'study', 'thepressure', 'distributions', 'flow', 'patterns', 'series', 'simpleconical', 'shapes', 'mach', 'number', '40', 'results', 'comparedwith', 'various', 'approximate', 'theories', 'limitations', 'theoriesare', 'discussed', 'found', 'mach', 'number', 'leading', 'edge', 'separations', 'stillhave', 'influence', 'suction', 'surface', 'pressure', 'surfacestill', 'makes', 'significant', 'contribution', 'overall', 'forces']"
514,"['self', 'sustained', 'oscillations', 'system', 'nonlineardamping', 'particular', 'type', 'paper', 'deals', 'selfsustainedoscillations', 'dynamic', 'systemof', 'single', 'degree', 'freedom', 'linearrestoring', 'force', 'nonlineardamping', 'force', 'latter', 'supposedto', 'function', 'velocityrepresentable', 'simple', 'polygonalgraph', 'damping', 'isnegative', 'small', 'velocities', 'becomespositive', 'velocities', 'acertain', 'value', 'assumptionsa', 'rigorous', 'solution', 'presentedincluding', 'equations', 'motionamplitude', 'maximum', 'velocity', 'period', 'a', 'simple', 'solution', 'obtainedfor', 'limiting', 'case', 'vanishinglysmall', 'damping', 'approximate', 'solutionby', 'series', 'powers', 'dampingratio', 'worked', 'whichgives', 'satisfactory', 'accuracy', 'forquite', 'large', 'values']"
515,"['freeflight', 'measurements', 'dynamic', 'longitudinalstability', 'characteristics', 'wind', 'tunnel', 'interferencemodel', 'm0', '92', '1', '35', 'dynamic', 'longitudinalstability', 'characteristics', 'standardwind', 'tunnel', 'interference', 'model', 'investigated', 'free', 'flightover', 'mach', 'number', 'range', '092', '135', 'measurements', 'liftcurve', 'slope', 'manoeuvre', 'margin', 'wereobtained', 'compared', 'results', 'transonictunnel', 'testsunder', 'low', 'blockage', 'conditions', 'analysis', 'extended', 'obtain', 'damping', 'derivatives', 'allowcomparison', 'made', 'possible', 'future', 'dynamic', 'tests', 'wind', 'tunnelson', 'standard', 'shape']"
516,"['reactionresisted', 'shock', 'fronts', 'shown', 'shock', 'waves', 'whosestructure', 'determined', 'solely', 'effectsof', 'chemical', 'reactions', 'reactionresistedshock', 'fronts', 'possible', 'completelyanalogous', 'relaxation', 'resisted', 'waves', 'a', 'single', 'dissociation', 'reaction', 'consideredand', 'numerical', 'results', 'indicate', 'suchwaves', 'could', 'observed', 'experimentally', 'bulk', 'viscosities', 'equivalent', 'reactioneffects', 'possibly', '10', 'times', 'shearviscosity', 'values', 'examples', 'based', 'onlighthills', 'ideal', 'dissociating', 'gas']"
517,"['heat', 'conduction', 'polyatomic', 'gas', 'heat', 'conduction', 'problem', 'set', 'upwhich', 'essence', 'simulates', 'conditionsarising', 'plane', 'shock', 'wave', 'reflectsfrom', 'coplanar', 'solid', 'boundary', 'gasis', 'assumed', 'polyatomic', 'one', 'quantity', 'primary', 'interest', 'isthe', 'temperature', 'solid', 'interfacesince', 'observed', 'experimentallywithout', 'much', 'difficulty', 'solutions', 'areobtained', 'quantity', 'cover', 'arange', 'practically', 'plausible', 'relaxation', 'timesand', 'wall', 'effect', 'parameters', 'essentialto', 'include', 'proper', 'temperature', 'jumpboundary', 'conditions', 'active', 'andrelaxing', 'or', 'inert', 'energy', 'modes', 'thus', 'isnecessary', 'know', 'accommodation', 'coefficientsfor', 'modes', 'energy', 'storage', 'the', 'temperature', 'jump', 'effects', 'found', 'todominate', 'interface', 'solids', 'temperaturetime', 'history', 'relaxation', 'effects', 'playinga', 'secondary', 'role', 'theoretical', 'results', 'comparedwith', 'experimental', 'observations', 'andencouraging', 'agreement', 'found', 'aresult', 'agreement', 'proves', 'possible', 'toestimate', 'accommodation', 'coefficientfor', 'active', 'modes', 'in', 'case', 'thecombination', 'platinum', 'air', 'pressurebeing', '15', 'atmospheres', 'pressuresensitivity', 'accommodation', 'effects', 'commented']"
518,"['base', 'pressure', 'supersonic', 'speeds', 'presenceof', 'supersonic', 'jet', 'effects', 'base', 'pressure', 'jet', 'mach', 'number', 'free', 'streamreynolds', 'number', 'jet', 'base', 'diameter', 'ratio', 'investigatedexperimentally', 'found', 'that', 'jet', 'stagnation', 'pressures', 'greater', 'thatrequired', 'nozzle', 'reach', 'design', 'mach', 'number', 'increaseof', 'jet', 'mach', 'number', 'reduced', 'base', 'pressure', 'similarly', 'basepressure', 'increased', 'increase', 'ratio', 'jet', 'diameter', 'basediameter', 'and', 'high', 'jet', 'stagnation', 'pressures', 'base', 'pressures', 'higherthan', 'free', 'stream', 'static', 'pressure', 'found', 'base', 'pressure', 'wasindependent', 'free', 'stream', 'reynolds', 'numbers', 'greater', '2', 'x', '10', 'perfoot', 'increased', 'reduction', 'reynolds', 'number', '2', 'x', '10', 'perfoot', 'unsteady', 'wave', 'patterns', 'found', 'jet', 'mach', 'number', 'didnot', 'differ', 'markedly', 'free', 'stream', 'mach', 'number', 'jet', 'hadjust', 'reached', 'design', 'conditions']"
519,"['wingtail', 'interference', 'cause', 'magnus', 'effectson', 'finned', 'missile', 'wingtail', 'interference', 'shown', 'cause', 'large', 'magnus', 'effectson', 'finned', 'missile', 'whose', 'wings', 'deflected', 'aileronsetting', 'simple', 'experimental', 'method', 'water', 'workingmedium', 'used', 'obtain', 'lowspeed', 'magnus', 'data', 'rollingmissile', 'missile', 'slender', 'cruciform', 'configuration', 'withallmovable', 'wings', 'fixed', 'tail', 'fins', 'magnus', 'data', 'presentedfor', 'angles', 'attack', '15', 'one', 'high', 'rollrate', 'accompanies', '30', 'aileron', 'deflection', 'angle', 'thewings', 'tests', 'conducted', 'zero', 'roll', 'rate', 'wing', 'deflectionmaintained', 'revealed', 'large', 'forces', 'magnus', 'directionthereby', 'providing', 'basis', 'understanding', 'magnus', 'effects', 'dueto', 'wingtail', 'interference', 'semiempirical', 'theory', 'proposed', 'explain', 'experimentaldata', 'simplified', 'model', 'wake', 'behind', 'wings', 'introducedto', 'predict', 'tailinterference', 'factors', 'good', 'agreement', 'withthe', 'data', 'obtained', 'magnus', 'effect', 'opposite', 'direction', 'classicalmagnus', 'lift', 'spinning', 'cylinder', 'much', 'larger', 'eitherthat', 'effect', 'one', 'missile', 'one', 'set', 'fins', 'wingtailinterference', 'predominant', 'source', 'effect', 'roll', 'rateonly', 'modifies', 'basic', 'interference', 'mechanism']"
520,"['note', 'application', 'transonic', 'linearization', 'toan', 'airfoil', 'round', 'leading', 'edge', 'profile', 'symmetric', 'airfoil', 'unit', 'length', 'roundleading', 'edge', 'expressed', 'general', 'aswhere', 'px', 'finite', 'slope', 'x', '0', 'well', 'known', 'thatthe', 'conventional', 'sub', 'supersonic', 'linear', 'theories', 'compressibleflow', 'break', 'neighborhood', 'roundleading', 'edge', 'due', 'failure', 'smalldisturbance', 'assumption', 'linearized', 'transonic', 'flow', 'theory', 'shortcomingbut', 'determination', 'sonic', 'point', 'airfoilplays', 'important', 'role', 'advanced', 'theoryegspreiters', 'locallinearization', 'method', 'hosokawas', 'method', 'ofrefinementthis', 'theoretical', 'barrier', 'become', 'seriousbecause', 'sonic', 'point', 'usually', 'located', 'flow', 'region', 'nearthe', 'leading', 'edge', 'may', 'greatly', 'affected', 'roundness']"
521,"['laminar', 'transitional', 'turbulent', 'heat', 'transfer', 'toa', 'conecylinderflare', 'body', 'mach', '8', '0', 'experimental', 'investigation', 'laminar', 'transitional', 'andturbulent', 'heat', 'transfer', 'rates', 'conical', 'cylindrical', 'flaredbody', 'presented', 'regions', 'favorable', 'zero', 'adverse', 'pressuregradient', 'body', 'investigated', 'experimentalresults', 'compared', 'theories', 'available', 'literature', 'model', 'chosen', 'investigation', 'conecylinderflareconfiguration', 'consisting', '20', 'semivertex', 'conical', 'nose', 'portionsmoothly', 'blended', 'shoulder', 'radius', 'long', 'cylindrical', 'bodyand', 'terminated', 'smooth', 'large', 'radius', 'flare', 'model', 'tested', 'free', 'stream', 'mach', 'number', '8', 'overa', 'range', 'reynolds', 'number', '03', 'x', '10', '16', 'x', '10', 'per', 'inchbased', 'free', 'stream', 'conditions', 'various', 'stagnationtowalltemperature', 'ratios', 'obtained', 'cooling', 'model', 'prior', 'tothe', 'test', 'liquid', 'nitrogen', 'stagnationtowall', 'temperatureratios', '10', '33', 'theoretical', 'predictions', 'gave', 'good', 'results', 'heattransfer', 'rates', 'laminar', 'region', 'fair', 'prediction', 'thetransitional', 'turbulent', 'regimes', 'extending', 'shoulderand', 'forward', 'portion', 'cylindrical', 'body', 'aft', 'portionof', 'cylinder', 'flare', 'predictions', 'qualitativelycorrect', 'underestimate', 'heating', 'rate', 'factor', 'ashigh', '3', 'conversely', 'flat', 'plate', 'reference', 'enthalpyover', 'aft', 'portion', 'body', 'increasingly', 'overestimatethe', 'heating', 'rates', 'forward', 'portion', 'cylinder', 'modified', 'equation', 'heat', 'transfer', 'coefficient', 'thetransitional', 'fully', 'turbulent', 'region', 'based', 'fpremethod', 'presented', 'method', 'gives', 'good', 'agreementwith', 'experimental', 'results', 'presented', 'entire', 'range', 'oftransitional', 'turbulent', 'flow', 'results', 'following', 'concluded', 'cooling', 'walldelayed', 'transition', 'expanding', 'flow', 'rapidly', 'thecone', 'cylinder', 'transition', 'reynolds', 'number', 'reachedvery', 'rapidly', 'making', 'smooth', 'transition', 'cylinderand', 'flare', 'separation', 'occurred', 'cylindrical', 'flarejunction', 'transitional', 'turbulent', 'heat', 'transfer', 'thepresence', 'adverse', 'pressure', 'gradient', 'may', 'predicted', 'withsufficient', 'accuracy', 'fpre', 'method']"
522,"['approximate', 'determination', 'position', 'sonicline', 'blunt', 'body', 'hypersonic', 'flow', 'detached', 'shock', 'front', 'blunt', 'body', 'hypersonicflow', 'tends', 'acquire', 'shape', 'frontal', 'curvature', 'thebody', 'thus', 'curvature', 'shock', 'assumed', 'thesame', 'body', 'least', 'sonic', 'point', 'point', 'afig', '1', 'equation', 'curvature', 'body', 'known', 'theequation', 'curvature', 'shock', 'also', 'known', 'paperwith', 'assumption', 'method', 'described', 'determine', 'approximateposition', 'sonic', 'line', 'aob', 'fig', '1', 'shockdetachmentdistance', 'assumed', 'known', 'method', 'is', 'course', 'general', 'applied', 'toany', 'detached', 'shock', 'provided', 'equation', 'curvature', 'knowncorresponding', 'body', 'simplicity', 'detachedshock', 'assumed', 'circular', 'paper', 'procedure', 'isoutlined', 'assumption', 'sonic', 'line', 'aob', 'isparabolic']"
523,"['stagnation', 'point', 'heat', 'transfer', 'partially', 'ionizedair', 'comparison', 'heattransfer', 'rates', 'obtained', 'using', 'transportproperties', 'recently', 'reported', 'peng', 'pindroh', 'rates', 'basedon', 'hansens', 'thermodynamic', 'transport', 'properties', 'shownthat', 'heattransfer', 'rates', 'based', 'peng', 'pindroh', 'dataare', '20', '30', 'lower', 'velocity', 'range', '25000', '40000ft', 'sec']"
524,"['hypersonic', 'viscous', 'flow', 'insulated', 'flat', 'platewith', 'surface', 'mass', 'transfer', 'hypersonic', 'viscous', 'flow', 'insulated', 'flat', 'plate', 'surfacemass', 'transfer', 'studied', 'tangentwedge', 'approximationis', 'used', 'inviscidflow', 'region', 'integral', 'method', 'appliedto', 'treatment', 'laminar', 'boundary', 'layer', 'lawof', 'surface', 'mass', 'transfer', 'present', 'analysis', 'derived', 'acontinuous', 'transition', 'pressure', 'variation', 'achieved', 'fromthe', 'strong', 'weak', 'pressureinteraction', 'region', 'firstorderformulas', 'induced', 'surface', 'pressure', 'skinfrictioncoefficient', 'obtained', 'strong', 'weak', 'pressureinteractionregions', 'results', 'compared', 'calculatedfrom', 'analyses']"
525,"['leading', 'edge', 'attachment', 'transonic', 'flow', 'laminaror', 'turbulent', 'boundary', 'layers', 'transonic', 'flow', 'round', 'twodimensional', 'airfoil', 'incidenceis', 'often', 'determined', 'type', 'flow', 'leadingedgeregion', 'flow', 'separates', 'leading', 'edge', 'low', 'speeds', 'itis', 'liable', 'attach', 'speed', 'increases', 'often', 'quite', 'suddenly', 'a', 'review', 'change', 'laminar', 'turbulent', 'boundarylayers', 'reemphasizes', 'importance', 'fixing', 'transition', 'whenmaking', 'model', 'tests', 'transonic', 'speeds', 'order', 'obtain', 'flowsclosest', 'fullscale', 'conditions', 'shown', 'similar', 'airfoils', 'attached', 'leadingedgeflow', 'show', 'transonic', 'similarity', 'upstream', 'terminal', 'shock']"
526,"['note', 'threepoint', 'boundary', 'layer', 'problem', 'forthe', 'blasius', 'equations', 'recent', 'paper', 'method', 'presented', 'obtaininghigher', 'accuracy', 'numerical', 'solution', 'blasiusequation', 'threepoint', 'boundary', 'conditions', 'wellknownblasius', 'equation', 'previously', 'developed', 'investigationof', 'steady', 'twodimensional', 'incompressible', 'boundarylayerflow', 'flat', 'plate', 'extensively', 'used', 'ininvestigating', 'fluid', 'flow', 'problems', 'threepointboundaryvalue', 'problem', 'encountered', 'theory', 'laminarmixing', 'approximate', 'analyses', 'separated', 'wakeflows', 'noted', 'ref', '1']"
527,"['firstorder', 'slip', 'effects', 'laminar', 'boundary', 'layer', 'slenderbody', 'revolution', 'zero', 'pressure', 'gradient', 'reference', '1', 'analysis', 'given', 'probstein', 'elliott', 'thezeropressuregradient', 'constantwalltemperature', 'compressiblelaminar', 'boundary', 'layer', 'transverse', 'curvature', 'extended', 'firstorderslip', 'flow', 'extension', 'based', 'double', 'asymptoticexpansion', 'transversecurvature', 'parameter', 'slip', 'parameter', 'the', 'expansion', 'ref', '1', 'however', 'carried', 'parameterheld', 'constant', 'constant', 'wall', 'temperature', 'constant', 'ande', 'varies', 'x', 'due', 'dependence', 'local', 'body', 'radius', 'x', 'thus', 'arbitrary', 'body', 'shapes', 'e', 'constant', 'thepresent', 'note', 'analysis', 'ref', '1', 'reexamined', 'taking', 'accountthe', 'variation', 'e']"
528,"['effects', 'injection', 'foreign', 'gases', 'deceleratinglaminar', 'boundary', 'layer', 'supersonic', 'flow', 'purpose', 'research', 'program', 'investigate', 'theeffects', 'diffusion', 'field', 'laminar', 'boundary', 'layer', 'supersonicflow', 'specifically', 'helium', 'nitrogen', 'argon', 'wereuniformly', 'injected', 'laminar', 'boundary', 'layer', 'highspeedflow', 'tube', 'objective', 'determining', 'effectsof', 'injection', 'pressure', 'temperature', 'recovery', 'factordistribution', 'along', 'downstream', 'injection', 'region', 'continuously', 'operating', 'axiallysymmetric', 'wind', 'tunnel', 'hasbeen', 'designed', 'constructed', 'operated', 'tunnel', 'consistsof', 'air', 'supply', 'system', 'flowmeter', 'upstream', 'stagnationtank', 'supersonic', 'nozzle', 'throat', 'diameter', '0262', 'exit', 'diameter1400', 'test', 'section', 'variable', 'length', 'zero', '81', 'diameterstest', 'section', 'diameter', '1400', 'downstream', 'stagnation', 'tankan', 'exhaust', 'system', 'foreign', 'gas', 'supply', 'system', 'necessaryinstrumentation', 'overall', 'performance', 'apparatus', 'interms', 'design', 'specifications', 'excellent', 'tunnel', 'instrumented', '109', 'thermocouples', 'alltemperatures', 'except', 'ambient', 'temperatures', 'automaticallymeasured', 'recorded', 'means', 'selfbalancing', 'recordingpotentiometer', '29', 'pressure', 'taps', 'distributed', 'along', 'thetunnel', '23', 'along', 'test', 'section', 'pressures', 'measuredby', 'means', 'interconnected', 'micromanometer', 'vacuumreferenced', 'manometer', 'system', 'overlapping', 'ranges', 'results', 'reported', 'herein', 'overall', 'test', 'sectionwas', '41', 'diameters', 'length', 'composed', 'porous', 'test', 'sectionapproximately', '72', 'diameters', 'length', 'leading', 'edge', 'approximately18', 'diameters', 'nozzle', 'exit', 'plane', 'four', 'nylontest', 'sections', '8', 'diameters']"
529,"['aerodynamic', 'analysis', 'flutter', 'oseentype', 'viscousflow', 'oseens', 'equations', 'unsteady', 'flow', 'employed', 'obtaina', 'linearized', 'solution', 'based', 'discontinuouswake', 'model', 'the', 'analysis', 'employed', 'estimate', 'viscous', 'correction', 'tounsteady', 'lift', 'moment', 'large', 'reynolds', 'number', 'theasymptotic', 'solution', 'slowly', 'convergent', 'correctionis', 'order', 'ratio', 'logarithm', 'reynolds', 'numberto', 'reynolds', 'number', 'theory', 'preliminary', 'natureas', 'limited', 'accuracy', 'oseens', 'equations', 'isrestricted', 'small', 'angle', 'attack', 'however', 'also', 'shows', 'thatthe', 'generalized', 'trailingedge', 'condition', 'potential', 'flow', 'isreasonable', 'might', 'predict', 'essential', 'correction', 'realfluid']"
530,"['flow', 'moving', 'body', 'upper', 'ionosphere', 'particle', 'approach', 'used', 'study', 'flow', 'pattern', 'around', 'abody', 'moving', 'upper', 'layers', 'ionosphere', 'effectsof', 'distant', 'encounters', 'charged', 'particles', 'dynamic', 'frictionand', 'earths', 'magnetic', 'field', 'taken', 'account', 'it', 'shown', 'that', 'magnetic', 'lines', 'force', 'parallelto', 'direction', 'motion', 'body', 'may', 'markedconcentration', 'charged', 'particles', 'vicinity', 'bodyand', 'considerable', 'fraction', 'reflected', 'deflected', 'chargedparticles', 'may', 'reimpinge', 'body', 'surface', 'numerical', 'exampleis', 'given', 'size', 'shape', 'chargedparticledensitycontours', 'flow', 'field', 'surrounding', 'circular', 'discand', 'compared', 'corresponding', 'neutralparticlecontours']"
531,"['pitchyaw', 'stability', 'missile', 'oscillating', 'rollvia', 'second', 'method', 'lyapunov', 'stability', 'theory', 'a', 'm', 'lyapunov', 'popular', 'topic', 'inthe', 'ussr', 'receiving', 'increasing', 'attention', 'elsewhere', 'this', 'note', 'describes', 'lyapunovs', 'second', 'method', 'brieflyand', 'applies', 'aeronautical', 'stability', 'problem']"
532,"['stagnationpoint', 'shockdetachment', 'distance', 'flowaround', 'spheres', 'cylinders', 'air', 'author', 'discusses', 'problem', 'deflection', 'cantileveredbar', 'initially', 'shape', 'circular', 'arc', 'subjected', 'arbitrarilyinclined', 'end', 'load']"
533,"['consideration', 'energy', 'separation', 'laminar', 'slipflow', 'circular', 'tube', 'energy', 'separation', 'laminar', 'lowdensitynonunity', 'prandtlnumber', 'flow', 'circular', 'crosssection', 'tubes', 'topic', 'thisnote', 'conclusion', 'reached', 'effect', 'prandtl', 'numberon', 'velocity', 'profiles', 'flows', 'however', 'order', 'toreach', 'valid', 'quantitative', 'conclusions', 'reviewer', 'feels', 'moredetailed', 'analysis', 'order', 'analysis', 'presentedhere', 'qualitative', 'value']"
534,"['shroud', 'design', 'simulating', 'hypersonic', 'flow', 'nose', 'ahemisphere', 'following', 'analytical', 'method', 'designing', 'shroud', 'willgenerate', 'hypersonic', 'pressure', 'distribution', 'hemisphere', 'themethod', 'found', 'successful', 'throughout', 'region', 'subsonicflow', 'shroud', 'designed', 'part', 'lowturbulence', 'wind', 'tunnelused', 'investigating', 'effects', 'cooling', 'boundarylayertransition', 'hemisphere', 'the', 'design', 'shroud', 'contour', 'carried', 'two', 'steps', 'firstan', 'approximate', 'solution', 'incompressible', 'irrotational', 'flowfield', 'found', 'region', 'and', 'second', 'resulting', 'contourwas', 'corrected', 'compressibility', 'near', 'sonic', 'region', 'assumingonedimensional', 'flow']"
